pl_name,rastr,decstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef,htmllink
KMT-2019-BLG-1339L b,17h42m58.42s,-25d34m26.1s,3880.00000000,5120.00000000,-2100.00000000,0,12.20000000,16.10000000,-6.70000000,0,0.67000000,0.77000000,-0.55000000,0,0.27000000,0.36000000,-0.15000000,0,7150.00000000,1060.00000000,-1250.00000000,0,,,,,2458666.37800000,0.00400000,-0.00400000,0,0.00913000,0.00081000,-0.00081000,0,17.23000000,0.84000000,-0.84000000,0,3.49000000,0.61000000,-0.61000000,0,0.39000000,0.05000000,-0.05000000,0,430.30000000,139.40000000,-139.40000000,0,4.77100000,0.01900000,-0.01900000,0,20.89000000,0.01000000,-0.01000000,0,,,,,0.22000000,0.04000000,-0.04000000,0,4.76000000,0.92000000,-0.92000000,0,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...64H/abstract target=ref>Han et al. 2020</a>
OGLE-2015-BLG-1771L b,17h55m11.76s,-28d51m45.90s,136.00000000,214.00000000,-81.00000000,0,0.42700000,0.67200000,-0.25500000,0,0.85000000,0.16000000,-0.17000000,0,0.07600000,0.11900000,-0.04400000,0,7040.00000000,1020.00000000,-1140.00000000,0,,,,,2457235.60000000,0.01000000,-0.01000000,0,0.12100000,0.00800000,-0.00800000,0,4.28000000,0.24000000,-0.24000000,0,4.41000000,0.46000000,-0.46000000,0,1.20200000,0.01000000,-0.01000000,0,53.80000000,6.40000000,-6.40000000,0,3.90400000,0.02100000,-0.02100000,0,21.77000000,0.08000000,-0.08000000,0,21.03000000,0.04000000,-0.04000000,0,0.10000000,0.01900000,-0.01800000,0,8.50000000,1.60000000,-1.50000000,0,0,<a refstr=ZHANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..116Z/abstract target=ref>Zhang et al. 2020</a>
OGLE-2006-BLG-109L c,17h52m34.51s,-30d05m16.0s,86.00000000,7.00000000,-7.00000000,0,0.27000000,0.02000000,-0.02000000,0,4.50000000,2.10000000,-1.00000000,0,0.51000000,0.05000000,-0.04000000,0,1510.00000000,110.00000000,-120.00000000,0,,,,,2453831.02040000,0.01100000,-0.01100000,0,0.00345000,0.00005000,-0.00005000,0,128.10000000,0.80000000,-0.80000000,0,,,,,1.04180000,0.00010000,-0.00010000,0,5.01400000,0.03000000,-0.03000000,0,-0.23500000,0.00070000,-0.00070000,0,20.93500000,0.03000000,-0.03000000,0,,,,,1.50500000,,,0,,,,,1,<a refstr=BENNETT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713..837B/abstract target=ref>Bennett et al. 2010</a>
OGLE-2018-BLG-1700L b,17h59m49.45s,-28d31m43.10s,1400.00000000,966.00000000,-636.00000000,0,4.40000000,3.04000000,-2.00000000,0,2.80000000,3.20000000,-2.50000000,0,0.42000000,0.29000000,-0.19000000,0,7600.00000000,1200.00000000,-900.00000000,0,10700.00000000,2200.00000000,-1500.00000000,0,2458386.15200000,0.04000000,-0.04000000,0,0.00588000,0.00066000,-0.00066000,0,43.12000000,0.74000000,-0.74000000,0,1.00000000,0.07000000,-0.07000000,0,1.01900000,0.00300000,-0.00300000,0,100.00000000,10.00000000,-10.00000000,0,3.43200000,0.00700000,-0.00700000,0,21.08000000,0.01000000,-0.01000000,0,,,,,0.37000000,0.03000000,-0.03000000,0,3.13000000,0.30000000,-0.30000000,0,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...48H/abstract target=ref>Han et al. 2020</a>
OGLE-2013-BLG-0911L b,17h55m31.98s,-29d15m13.8s,,,,0,,,,0,,,,0,,,,,,,,,8000.00000000,2000.00000000,-2000.00000000,0,2456537.31230000,0.00030000,-0.00040000,0,0.00452200,0.00008600,-0.00010800,0,101.10400000,2.24600000,-1.79900000,0,1.41300000,0.09300000,-0.29500000,0,6.77400000,0.10100000,-0.08500000,0,316.00000000,13.20000000,-13.40000000,0,4.19800000,0.00700000,-0.00700000,0,18.10400000,0.04900000,-0.04900000,0,,,,,,,,,,,,,0,<a refstr=MIYAZAKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>
MOA-2011-BLG-028L b,18h03m24.96s,-29d12m48.3s,30.00000000,16.00000000,-12.00000000,0,0.09000000,0.05000000,-0.04000000,0,4.14000000,0.64000000,-0.64000000,0,0.75000000,0.35000000,-0.30000000,0,7380.00000000,520.00000000,-620.00000000,0,8610.00000000,640.00000000,-640.00000000,0,2455673.81000000,0.18000000,-0.18000000,0,0.90600000,0.02100000,-0.03700000,0,34.20000000,0.74000000,-0.74000000,0,17.40000000,2.20000000,-2.20000000,0,1.69100000,0.03600000,-0.03600000,0,1.27000000,0.25000000,-0.25000000,0,-2.19200000,0.02300000,-0.02300000,0,15.30000000,,,0,,,,,0.33700000,0.05300000,-0.05300000,0,3.59000000,0.58000000,-0.58000000,0,1,<a refstr=SKOWRON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820....4S/abstract target=ref>Skowron et al. 2016</a>
OGLE-2016-BLG-1195L b,17h55m23.5s,-30d12m26.1s,1.43000000,0.45000000,-0.32000000,0,0.00450000,0.00140000,-0.00100000,0,1.16000000,0.16000000,-0.13000000,0,0.07800000,0.01600000,-0.01200000,0,3910.00000000,420.00000000,-460.00000000,0,,,,,2457568.76930000,0.00130000,-0.00130000,0,0.05317000,0.00075000,-0.00075000,0,9.96000000,0.11000000,-0.11000000,0,2.89000000,0.34000000,-0.38000000,0,0.98390000,0.00680000,-0.00720000,0,0.54600000,0.08100000,-0.07100000,0,0.96840000,0.00220000,-0.00220000,0,18.99000000,0.02000000,-0.02000000,0,,,,,0.28600000,0.05300000,-0.03800000,0,8.70000000,1.60000000,-1.20000000,0,1,<a refstr=SHVARTZVALD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...840L...3S/abstract target=ref>Shvartzvald et al. 2017</a>
OGLE-2016-BLG-0263L b,17h59m34.9s,-31d49m07.0s,1300.00000000,2100.00000000,-790.00000000,0,4.10000000,6.50000000,-2.50000000,0,5.40000000,1.10000000,-1.60000000,0,0.13000000,0.21000000,-0.08000000,0,6500.00000000,1300.00000000,-1900.00000000,0,,,,,2457470.43200000,0.03600000,-0.03600000,0,0.59900000,0.03100000,-0.03100000,0,15.92000000,0.51000000,-0.51000000,0,,,,,4.86000000,0.15000000,-0.15000000,0,297.00000000,9.00000000,-9.00000000,0,0.16300000,0.00300000,-0.00300000,0,15.89000000,,,0,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..133H/abstract target=ref>Han et al. 2017</a>
OGLE-2012-BLG-0358L b,17h42m46.77s,-24d15m39.6s,601.00000000,60.00000000,-60.00000000,0,1.89000000,0.19000000,-0.19000000,0,0.89000000,0.03000000,-0.03000000,0,0.02300000,0.00200000,-0.00200000,0,1790.00000000,120.00000000,-120.00000000,0,7600.00000000,,,0,2456040.33000000,0.01000000,-0.01000000,0,0.09800000,0.00100000,-0.00100000,0,26.47000000,0.11000000,-0.11000000,0,2.36000000,0.01000000,-0.01000000,0,1.69600000,0.00300000,-0.00300000,0,1253.10000000,15.40000000,-15.40000000,0,-0.72100000,0.00100000,-0.00100000,0,,,,,,,,,0.29000000,0.03000000,-0.03000000,0,4.02000000,0.37000000,-0.37000000,0,0,<a refstr=HAN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...778...38H/abstract target=ref> Han et al. 2013 </a>
OGLE-2017-BLG-1375L b,17h56m37.17s,-30d18m41.1s,4218.00000000,2980.00000000,-1140.00000000,0,13.27000000,9.39000000,-3.58000000,0,4.72000000,1.64000000,-1.00000000,0,0.85000000,0.60000000,-0.23000000,0,4080.00000000,1420.00000000,-870.00000000,0,,,,,2457969.63000000,0.03100000,-0.03100000,0,-0.02800000,0.00200000,-0.00200000,0,101.98000000,5.37000000,-5.37000000,0,0.36000000,0.03000000,-0.03000000,0,1.26800000,0.00500000,-0.00500000,0,148.80000000,8.40000000,-8.40000000,0,-5.06900000,0.00500000,-0.00500000,0,22.10000000,0.02000000,-0.02000000,0,,,,,0.99000000,0.13000000,-0.13000000,0,3.56000000,0.45000000,-0.45000000,0,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.110H/abstract target=ref>Han et al. 2020</a>
KMT-2016-BLG-1107L b,17h45m40.26s,-26d01m54.48s,29.00000000,31.00000000,-12.00000000,0,0.09000000,0.09600000,-0.03700000,0,1.06500000,0.19200000,-0.18900000,0,0.02200000,0.02300000,-0.00900000,0,7481.00000000,748.00000000,-708.00000000,0,,,,,2457509.22700000,0.05700000,-0.05700000,0,0.93200000,0.05700000,-0.05700000,0,20.38000000,0.80500000,-0.80500000,0,184.11000000,24.23000000,-24.23000000,0,2.96500000,0.10400000,-0.10400000,0,39.80000000,5.90000000,-5.90000000,0,0.44100000,0.01200000,-0.01200000,0,,,,,,,,,0.04800000,0.00700000,-0.00700000,0,0.85000000,0.13000000,-0.13000000,0,0,<a refstr=HWANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...23H/abstract target=ref>Hwang et al. 2019</a>
OGLE-2015-BLG-1771L b,17h55m11.76s,-28d51m45.90s,126.00000000,197.00000000,-72.00000000,0,0.39700000,0.62000000,-0.22700000,0,0.77000000,0.15000000,-0.15000000,0,0.08500000,0.13200000,-0.04700000,0,6830.00000000,1050.00000000,-1170.00000000,0,,,,,2457235.62000000,0.01000000,-0.01000000,0,0.11400000,0.00600000,-0.00600000,0,4.53000000,0.18000000,-0.18000000,0,3.64000000,0.34000000,-0.34000000,0,0.99800000,0.00800000,-0.00800000,0,44.70000000,5.10000000,-5.10000000,0,3.88200000,0.00700000,-0.00700000,0,21.86000000,0.06000000,-0.06000000,0,20.99000000,0.03000000,-0.03000000,0,0.11500000,0.02100000,-0.02100000,0,9.20000000,1.70000000,-1.60000000,0,0,<a refstr=ZHANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..116Z/abstract target=ref>Zhang et al. 2020</a>
MOA-2009-BLG-319L b,18h06m58.13s,-24d49m10.89s,50.00000000,44.00000000,-24.00000000,0,0.20000000,0.10000000,-0.10000000,0,2.00000000,0.40000000,-0.40000000,0,0.38000000,0.34000000,-0.18000000,0,6100.00000000,1100.00000000,-1200.00000000,0,,,,,2455006.99482000,0.00006000,-0.00006000,0,0.00622000,0.00003000,-0.00003000,0,16.57000000,0.08000000,-0.08000000,0,1.92900000,0.01000000,-0.01000000,0,0.97537000,0.00007000,-0.00007000,0,3.95000000,0.02000000,-0.02000000,0,5.76770000,0.00050000,-0.00050000,0,19.82000000,,,0,,,,,0.34000000,0.03000000,-0.03000000,0,7.52000000,0.65000000,-0.65000000,0,0,<a refstr=MIYAKE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..120M/abstract target=ref> Miyake et al. 2011 </a>
OGLE-2018-BLG-1269L b,17h58m46.42s,-27d37m04.6s,220.00000000,140.00000000,-70.00000000,0,0.69000000,0.44000000,-0.22000000,0,4.61000000,1.70000000,-1.17000000,0,1.13000000,0.72000000,-0.35000000,0,2560.00000000,920.00000000,-620.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42000000,0.01000000,-0.01000000,0,,,,,1.60200000,0.11800000,-0.11800000,0,8.29000000,0.61000000,-0.61000000,0,0,<a refstr=JUNG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..148J/abstract target=ref>Jung et al. 2020</a>
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,760.00000000,480.00000000,-300.00000000,0,2.40000000,1.50000000,-0.90000000,0,1.00000000,0.10000000,-0.10000000,0,0.43000000,0.27000000,-0.17000000,0,7150.00000000,750.00000000,-750.00000000,0,,,,,2455747.49350000,0.00070000,-0.00070000,0,0.00350000,0.00020000,-0.00020000,0,21.67000000,0.96000000,-0.96000000,0,1.64000000,0.07000000,-0.07000000,0,0.54800000,0.00600000,-0.00600000,0,53.00000000,2.00000000,-2.00000000,0,3.86200000,0.00900000,-0.00900000,0,,,,,17.77000000,,,-1,0.26000000,0.02000000,-0.02000000,0,4.30000000,0.30000000,-0.30000000,0,0,<a refstr=YEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...755..102Y/abstract target=ref> Yee et al. 2012 </a>
MOA-2012-BLG-006L b,18h01m46.31s,-29d06m31.6s,2700.00000000,1500.00000000,-1200.00000000,0,8.40000000,4.60000000,-3.90000000,0,10.20000000,1.80000000,-2.40000000,0,0.49000000,0.27000000,-0.23000000,0,5300.00000000,800.00000000,-1300.00000000,0,,,,,2456046.87000000,0.12000000,-0.12000000,0,1.43200000,0.03200000,-0.03200000,0,20.69000000,0.35000000,-0.35000000,0,11.90000000,1.60000000,-2.30000000,0,4.40500000,0.06900000,-0.06900000,0,165.00000000,5.50000000,-5.50000000,0,0.35200000,0.00300000,-0.00300000,0,16.24700000,,,0,,,,,0.48900000,0.12600000,-0.03800000,0,7.69000000,1.10000000,-0.76000000,0,1,<a refstr=POLESKI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.103P/abstract target=ref>Poleski et al. 2017</a>
MOA-2010-BLG-073L b,18h10m11.342s,-26d31m22.544s,3500.00000000,640.00000000,-640.00000000,0,11.00000000,2.00000000,-2.00000000,0,1.21000000,0.16000000,-0.16000000,0,0.16000000,0.03000000,-0.03000000,0,2800.00000000,400.00000000,-400.00000000,0,,,,,2455344.69000000,0.02000000,-0.02000000,0,0.38600000,0.00100000,-0.00100000,0,44.30000000,0.10000000,-0.10000000,0,16.50000000,0.10000000,-0.10000000,0,0.77500000,0.00070000,-0.00070000,0,654.00000000,6.00000000,-6.00000000,0,0.22100000,0.00700000,-0.00700000,0,15.55400000,0.00700000,-0.00700000,0,,,,,0.55700000,0.09000000,-0.09000000,0,4.60000000,0.40000000,-0.40000000,0,1,<a refstr=STREET_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...763...67S/abstract target=ref> Street et al. 2013 </a>
OGLE-2016-BLG-0263L b,17h59m34.9s,-31d49m07.0s,1300.00000000,2100.00000000,-790.00000000,0,4.10000000,6.50000000,-2.50000000,0,5.40000000,1.10000000,-1.60000000,0,0.13000000,0.21000000,-0.08000000,0,6500.00000000,1300.00000000,-1900.00000000,0,,,,,2457470.43300000,0.03600000,-0.03600000,0,0.58100000,0.02700000,-0.02700000,0,16.24000000,0.45000000,-0.45000000,0,,,,,4.72000000,0.12000000,-0.12000000,0,306.00000000,8.00000000,-8.00000000,0,0.09500000,0.00200000,-0.00200000,0,15.89000000,,,0,,,,,,,,,,,,,1,<a refstr=HAN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..133H/abstract target=ref>Han et al. 2017</a>
KMT-2019-BLG-1339L b,17h42m58.42s,-25d34m26.1s,404.00000000,334.00000000,-240.00000000,0,1.27000000,1.05000000,-0.74000000,0,2.80000000,3.38000000,-2.07000000,0,0.49000000,0.40000000,-0.28000000,0,6000.00000000,1260.00000000,-1640.00000000,0,,,,,2458666.39300000,0.00300000,-0.00300000,0,0.01593000,0.00096000,-0.00096000,0,16.45000000,0.70000000,-0.70000000,0,1.38000000,0.30000000,-0.30000000,0,1.15000000,0.04000000,-0.04000000,0,25.00000000,7.70000000,-7.70000000,0,4.79700000,0.01500000,-0.01500000,0,20.89000000,0.01000000,-0.01000000,0,,,,,0.55000000,0.13000000,-0.13000000,0,12.08000000,2.89000000,-2.89000000,0,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...64H/abstract target=ref>Han et al. 2020</a>
KMT-2017-BLG-0165L b,17h58m35.92s,-28d08m01.21s,34.00000000,15.00000000,-12.00000000,0,0.11000000,0.05000000,-0.04000000,0,3.45000000,0.98000000,-0.95000000,0,0.76000000,0.34000000,-0.27000000,0,4530.00000000,1040.00000000,-980.00000000,0,,,,,2457853.71000000,0.06700000,-0.06700000,0,-0.03500000,0.01100000,-0.01100000,0,42.12900000,0.93200000,-0.93200000,0,0.78340000,0.10720000,-0.10720000,0,0.95300000,0.01300000,-0.01300000,0,1.34800000,0.09000000,-0.09000000,0,-5.82100000,0.03300000,-0.03300000,0,18.43000000,0.02000000,-0.02000000,0,,,,,0.80000000,0.13000000,-0.13000000,0,6.93000000,1.15000000,-1.15000000,0,1,<a refstr=JUNG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...72J/abstract target=ref>Jung et al. 2019</a>
MOA-2013-BLG-220L b,18h03m56.5s,-29d32m41s,,,,0,,,,0,,,,0,0.77000000,,,1,6500.00000000,,,1,,,,,2456386.91990000,0.00090000,-0.00090000,0,0.01323000,0.00040000,-0.00040000,0,13.23000000,0.05000000,-0.05000000,0,1.54000000,0.01000000,-0.01000000,0,0.98570000,0.00010000,-0.00010000,0,30.10000000,0.20000000,-0.20000000,0,4.56400000,0.00300000,-0.00300000,0,19.20500000,0.00300000,-0.00300000,0,,,,,0.45600000,0.00300000,-0.00300000,0,12.57000000,0.08000000,-0.08000000,0,0,<a refstr=YEE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...790...14Y/abstract target=ref>Yee et al. 2014</a>
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.00000000,2.00000000,-2.00000000,0,0.06600000,0.00600000,-0.00600000,0,2.70000000,,,0,0.38000000,0.04000000,-0.04000000,0,3300.00000000,,,0,8000.00000000,,,0,2457205.19530000,0.00130000,-0.00130000,0,0.01136000,0.00010000,-0.00010000,0,57.80000000,0.40000000,-0.40000000,0,1.40000000,0.01500000,-0.01500000,0,1.11460000,0.00320000,-0.00320000,0,1.67000000,0.05000000,-0.05000000,0,0.88300000,0.00200000,-0.00200000,0,,,,,,,,,0.76000000,0.07000000,-0.07000000,0,4.80000000,0.50000000,-0.50000000,0,0,<a refstr=STREET_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...93S/abstract target=ref>Street et al. 2016</a>
OGLE-2014-BLG-0124L b,18h02m29.21s,-28d23m46.5s,160.00000000,51.00000000,-51.00000000,0,0.51000000,0.16000000,-0.16000000,0,3.11000000,0.49000000,-0.49000000,0,0.71000000,0.22000000,-0.22000000,0,4100.00000000,590.00000000,-590.00000000,0,,,,,2456836.17600000,0.03900000,-0.03900000,0,0.17490000,0.00390000,-0.00390000,0,152.10000000,2.90000000,-2.90000000,0,1.25000000,0.38000000,-0.38000000,0,0.94430000,0.00300000,-0.00300000,0,6.94000000,0.46000000,-0.46000000,0,1.36500000,0.00200000,-0.00200000,0,18.59000000,0.02000000,-0.02000000,0,17.79000000,0.01000000,-0.01000000,0,0.84000000,0.26000000,-0.26000000,0,2.77000000,0.86000000,-0.86000000,0,1,<a refstr=UDALSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..237U/abstract target=ref>Udalski et al. 2015</a>
OGLE-2014-BLG-1722L b,17h55m00.57s,-31d28m08.6s,55.00000000,51.40000000,-33.20000000,0,0.17300000,0.16200000,-0.10400000,0,1.50000000,0.60000000,-0.60000000,0,0.39000000,0.36000000,-0.24000000,0,6380.00000000,1290.00000000,-1930.00000000,0,,,,,2456900.21900000,0.01200000,-0.01100000,0,-0.13100000,0.00400000,-0.00300000,0,23.90900000,0.80100000,-0.58200000,0,6.00000000,5.00000000,-4.00000000,0,0.75400000,0.00600000,-0.00500000,0,4.26300000,0.67800000,-0.60700000,0,0.24200000,0.03500000,-0.03200000,0,18.88000000,0.04000000,-0.04000000,0,,,,,,,,,,,,,0,<a refstr=SUZUKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..263S/abstract target=ref>Suzuki et al. 2018</a>
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,700.00000000,570.00000000,-380.00000000,0,2.20000000,1.80000000,-1.20000000,0,2.70000000,0.70000000,-0.70000000,0,0.51000000,0.41000000,-0.28000000,0,6300.00000000,1300.00000000,2700.00000000,0,,,,,2457487.60000000,0.04000000,-0.04000000,0,0.06100000,0.00500000,-0.00500000,0,50.00000000,3.10000000,-3.10000000,0,2.20000000,,,1,0.89000000,0.02000000,-0.02000000,0,43.00000000,6.00000000,-6.00000000,0,5.84900000,0.02300000,-0.02300000,0,22.01000000,0.05000000,-0.05000000,0,18.25000000,0.01000000,-0.01000000,0,,,,,3.30000000,1.50000000,-0.90000000,0,0,<a refstr=YANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...98Y/abstract target=ref>Yang et al. 2020</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,21.00000000,6.00000000,-4.00000000,0,0.06600000,0.02000000,-0.01000000,0,2.10000000,0.20000000,-0.30000000,0,0.33000000,0.05000000,-0.08000000,0,3600.00000000,600.00000000,-800.00000000,0,,,,,2456151.47000000,0.03000000,-0.03000000,0,0.10100000,0.00300000,-0.00300000,0,68.40000000,1.50000000,-1.50000000,0,3.20000000,,,1,0.89500000,0.00400000,-0.00700000,0,1.90000000,0.50000000,-0.10000000,0,5.08100000,0.00600000,-0.00600000,0,19.29000000,0.03000000,-0.03000000,0,,,,,0.64000000,0.06000000,-0.05000000,0,3.40000000,0.30000000,-0.30000000,0,0,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
KMT-2016-BLG-2397L b,17h44m51.01s,-23d12m04.97s,769.00000000,356.00000000,-369.00000000,0,2.42000000,1.12000000,-1.16000000,0,2.83000000,0.84000000,-1.19000000,0,0.62000000,0.29000000,-0.30000000,0,5090.00000000,1500.00000000,-2140.00000000,0,,,,,2457549.64100000,0.04700000,-0.04700000,0,0.04600000,0.00600000,-0.00600000,0,52.74000000,6.53000000,-6.53000000,0,0.00150000,,,1,0.92700000,0.01200000,-0.01200000,0,37.20000000,0.78000000,-0.78000000,0,4.40200000,0.01900000,-0.01900000,0,21.76000000,0.01000000,-0.01000000,0,,,,,0.24000000,,,-1,1.66000000,,,-1,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.110H/abstract target=ref>Han et al. 2020</a>
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.00000000,2.00000000,-2.00000000,0,0.06600000,0.00600000,-0.00600000,0,2.70000000,,,0,0.38000000,0.04000000,-0.04000000,0,3300.00000000,,,0,8000.00000000,,,0,2457205.19550000,0.00130000,-0.00130000,0,-0.01157000,0.00010000,-0.00010000,0,57.70000000,0.40000000,-0.40000000,0,1.40600000,0.01400000,-0.01400000,0,1.11480000,0.00330000,-0.00330000,0,1.68000000,0.05000000,-0.05000000,0,-0.88000000,0.00200000,-0.00200000,0,,,,,,,,,0.76000000,0.07000000,-0.07000000,0,4.80000000,0.50000000,-0.50000000,0,0,<a refstr=STREET_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...93S/abstract target=ref>Street et al. 2016</a>
OGLE-2017-BLG-1434L b,17h53m07.29s,-30d14m44.6s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457984.97900000,0.00400000,-0.00400000,0,0.04400000,0.00100000,-0.00100000,0,61.42100000,0.69200000,-0.69200000,0,0.48150000,0.00680000,-0.00680000,0,0.97800000,0.00030000,-0.00030000,0,0.58660000,0.00630000,-0.00630000,0,4.55200000,0.00100000,-0.00100000,0,,,,,,,,,,,,,,,,,0,<a refstr=UDALSKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AcA....68....1U/abstract target=ref>Udalski et al. 2018</a>
OGLE-2015-BLG-1670L b,17h52m38.11s,-28d33m06.9s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457223.34270000,0.00330000,-0.00330000,0,0.00530000,0.00170000,-0.00150000,0,23.30000000,9.10000000,-5.20000000,0,2.17000000,0.69000000,-1.00000000,0,1.05600000,0.02800000,-0.02000000,0,1.00000000,0.40000000,-0.31000000,0,0.25700000,0.01500000,-0.01300000,0,22.34000000,0.40000000,-0.30000000,0,,,,,0.39500000,0.08400000,-0.06100000,0,6.21000000,1.20000000,-0.95000000,0,0,<a refstr=RANC_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..232R/abstract target=ref>Ranc et al. 2019</a>
KMT-2017-BLG-1146L b,17h56m25.40s,-33d08m32.89s,230.00000000,250.00000000,-130.00000000,0,0.71000000,0.80000000,-0.42000000,0,1.60000000,0.60000000,-0.60000000,0,0.33000000,0.36000000,-0.20000000,0,6500.00000000,1400.00000000,-2000.00000000,0,,,,,2457924.89000000,0.03500000,-0.13200000,0,0.28700000,0.03200000,-0.01700000,0,25.44300000,1.20000000,-1.80000000,0,10.00000000,,,1,0.73400000,0.01000000,-0.01700000,0,20.00000000,6.00000000,-1.00000000,0,5.64900000,0.00500000,-0.03600000,0,,,,,,,,,,,,,5.10000000,2.40000000,-1.90000000,0,1,<a refstr=SHIN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..146S/abstract target=ref>Shin et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,189.00000000,259.00000000,-86.00000000,0,0.59400000,0.81400000,-0.27200000,0,1.09500000,0.95300000,-0.39100000,0,0.15300000,0.20600000,-0.06800000,0,1296.00000000,1061.00000000,-452.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
